Date,Train Number,Train Name,Passenger Count,Freight (Tons),Revenue (INR),Punctuality (%),Distance Covered (KM),Station Origin,Station Destination
5/5/2023,90131,Train-90131,1100,669.0623574,861706.886,72.16,1766,Station-329,Station-192
11/6/2021,37165,Train-37165,459,1210.610555,324517.42,73.22,1005,Station-191,Station-146
8/19/2024,77720,Train-77720,564,1064.534787,127491.0384,82.27,1974,Station-448,Station-237
9/25/2022,36337,Train-36337,640,1212.674938,665832.0597,83.71,350,Station-28,Station-161
9/5/2021,71148,Train-71148,1017,1109.959484,552568.7008,88.2,1717,Station-52,Station-225
6/27/2022,82109,Train-82109,1649,248.2838802,465959.8641,89.29,600,Station-401,Station-200
9/21/2022,45148,Train-45148,1922,1321.415558,673345.8151,84.91,621,Station-398,Station-442
3/14/2022,83160,Train-83160,1799,1859.191716,153498.723,88.33,189,Station-141,Station-91
8/29/2020,84477,Train-84477,448,414.8178265,979371.5353,91.33,1143,Station-24,Station-392
7/30/2024,75794,Train-75794,1493,691.4409817,946728.9353,85.24,84,Station-473,Station-410
11/30/2024,41712,Train-41712,540,505.9601451,316917.2215,88.51,1054,Station-53,Station-151
4/18/2022,80568,Train-80568,1798,1165.97566,704177.1578,79.26,1305,Station-309,Station-192
4/7/2021,61890,Train-61890,80,554.3349475,66482.52011,89.63,1541,Station-319,Station-81
1/25/2021,51110,Train-51110,532,1251.914031,818745.8206,72.56,743,Station-30,Station-235
12/22/2023,77429,Train-77429,676,1636.281237,201027.9422,70.14,1402,Station-283,Station-21
8/15/2021,49712,Train-49712,875,1784.968113,471877.5425,92.43,1394,Station-9,Station-453
5/6/2023,55766,Train-55766,1118,175.1743926,489467.9059,91.12,1466,Station-324,Station-340
2/18/2022,35974,Train-35974,1069,1620.478846,779043.7401,71.92,1619,Station-62,Station-147
11/27/2021,15340,Train-15340,1755,40.88470548,953103.8005,93.77,1477,Station-238,Station-10
6/30/2024,49592,Train-49592,851,1586.566437,987950.1193,79.73,1033,Station-124,Station-323
12/9/2022,16508,Train-16508,1470,200.8840461,846671.3726,88.33,371,Station-19,Station-220
10/25/2023,78651,Train-78651,716,867.9854286,980385.8097,92.32,267,Station-468,Station-107
4/9/2022,31169,Train-31169,1317,860.0913309,845642.335,74.87,916,Station-239,Station-175
10/27/2023,21088,Train-21088,1742,1714.994889,650003.8462,88.28,255,Station-32,Station-223
8/29/2024,39707,Train-39707,1351,1805.956031,164307.9743,75.8,1822,Station-16,Station-217
6/25/2020,50290,Train-50290,1229,711.1391704,784451.7425,95.24,1296,Station-294,Station-436
8/12/2021,80553,Train-80553,1747,1804.16144,953952.4652,89.96,554,Station-278,Station-256
10/19/2020,82754,Train-82754,1877,1081.060752,622727.436,71.59,1541,Station-87,Station-375
6/30/2024,70034,Train-70034,1193,524.873963,918402.8071,71.92,373,Station-445,Station-6
5/24/2022,96568,Train-96568,1066,247.8463868,961814.3354,84.03,485,Station-5,Station-302
3/14/2022,64070,Train-64070,1262,1234.689687,757624.9586,70.83,1483,Station-41,Station-209
1/7/2023,49622,Train-49622,1992,275.4351007,385223.1421,91.35,1152,Station-443,Station-127
9/19/2021,99936,Train-99936,1305,7.391560072,529978.1802,79.76,891,Station-348,Station-467
6/12/2023,39346,Train-39346,1346,987.2954851,540204.7838,88.52,1998,Station-463,Station-460
3/16/2023,13675,Train-13675,631,847.0790312,569098.2843,88.69,630,Station-242,Station-56
5/13/2021,70781,Train-70781,487,1239.635325,806136.7926,84.76,1266,Station-362,Station-26
6/12/2024,96674,Train-96674,1329,1844.101971,950736.4967,86.19,1028,Station-242,Station-264
4/20/2020,66868,Train-66868,1521,642.03563,971087.9693,97.7,1989,Station-48,Station-250
4/28/2022,85971,Train-85971,1838,776.0985905,288591.4405,81.46,510,Station-65,Station-128
10/27/2023,27907,Train-27907,1384,792.3997722,696524.0328,78.85,1973,Station-332,Station-35
8/25/2024,93893,Train-93893,1968,1607.605684,958700.4627,90.35,1974,Station-77,Station-463
3/13/2022,37267,Train-37267,1311,335.1173609,744399.6309,77.99,428,Station-171,Station-71
12/30/2020,38704,Train-38704,1774,1756.92404,445566.9272,84.44,1655,Station-52,Station-379
5/11/2021,86611,Train-86611,616,613.7255187,733086.3581,80.77,770,Station-320,Station-498
11/9/2020,65231,Train-65231,1653,1715.783617,288676.856,81.08,1868,Station-21,Station-306
8/15/2022,34535,Train-34535,307,1320.742469,687404.5885,92.3,958,Station-408,Station-450
9/13/2023,20654,Train-20654,662,1420.173375,833630.8974,70.92,1979,Station-109,Station-77
2/14/2020,72838,Train-72838,1921,1624.389662,556451.3511,82.9,367,Station-465,Station-181
4/9/2024,93913,Train-93913,386,1053.629845,388863.9999,77.71,1213,Station-188,Station-364
7/20/2021,93990,Train-93990,1690,1726.994202,872847.6747,82.62,535,Station-227,Station-215
7/25/2023,61789,Train-61789,1053,415.8547461,488676.2726,78.42,1471,Station-292,Station-408
1/14/2024,17405,Train-17405,842,1509.184598,786848.3339,76.56,565,Station-3,Station-56
2/28/2024,91963,Train-91963,1402,1365.808616,629806.801,92.78,918,Station-418,Station-329
1/5/2023,54230,Train-54230,896,1402.953929,666243.9167,93.01,1859,Station-314,Station-38
10/8/2024,53341,Train-53341,104,1060.444376,796414.5458,70.71,151,Station-427,Station-36
3/20/2021,77082,Train-77082,1582,568.203093,966287.2501,95.52,139,Station-210,Station-95
1/28/2023,64251,Train-64251,424,1445.937897,371087.3361,90.73,393,Station-95,Station-158
4/25/2024,83550,Train-83550,279,1520.094171,171700.1912,88.58,1048,Station-197,Station-307
9/29/2020,18952,Train-18952,766,1547.025824,725219.1646,85.75,1931,Station-66,Station-31
4/8/2020,56479,Train-56479,1182,619.3346444,561379.0364,70.48,1024,Station-76,Station-90
11/5/2021,79674,Train-79674,1869,1967.927484,533458.4851,81.3,765,Station-43,Station-491
10/7/2020,84268,Train-84268,110,1539.213534,936574.8166,70.06,69,Station-160,Station-153
12/11/2023,78190,Train-78190,1239,490.5139985,812755.6207,90.6,812,Station-483,Station-143
8/18/2022,43840,Train-43840,975,112.1988675,146585.2331,71.93,629,Station-70,Station-289
7/12/2022,33651,Train-33651,577,1123.137113,661159.3579,82.94,1307,Station-36,Station-422
11/6/2023,36709,Train-36709,517,771.8683209,521033.1255,90.21,1580,Station-472,Station-62
1/14/2022,24886,Train-24886,1192,1150.765507,554798.5451,79.36,565,Station-261,Station-495
8/2/2023,18229,Train-18229,1956,1026.88502,515233.3615,82.61,1496,Station-86,Station-446
5/20/2023,72300,Train-72300,1027,1715.558707,933470.1558,87.38,742,Station-251,Station-177
6/15/2022,70873,Train-70873,70,1550.10619,236091.7773,80.95,1265,Station-36,Station-52
12/7/2024,32930,Train-32930,207,1454.349638,893699.2039,93.82,1167,Station-207,Station-329
6/27/2020,79677,Train-79677,1793,1764.695508,534041.9813,96.35,388,Station-135,Station-195
10/26/2022,27882,Train-27882,908,375.2683895,730312.591,86.35,1670,Station-328,Station-358
5/14/2020,22599,Train-22599,1381,1237.621207,338705.985,93.42,1559,Station-244,Station-445
2/11/2020,90616,Train-90616,563,1436.961448,93474.86226,76.05,1741,Station-217,Station-263
2/15/2022,96237,Train-96237,1289,965.8990401,962791.0157,93.65,1967,Station-141,Station-409
12/15/2021,59732,Train-59732,238,1965.051018,969043.1727,98.25,1040,Station-106,Station-342
9/4/2022,89754,Train-89754,472,73.02943532,280962.6772,71.73,1133,Station-38,Station-213
10/12/2023,80382,Train-80382,106,874.6900628,406646.3594,99.35,627,Station-177,Station-32
4/12/2024,11259,Train-11259,1782,1225.839183,232527.6212,85.16,1207,Station-400,Station-173
6/24/2022,81282,Train-81282,689,284.1221387,616901.032,79.63,1351,Station-161,Station-484
5/1/2023,58640,Train-58640,1751,538.551809,933417.8872,80.75,1465,Station-236,Station-431
7/5/2024,30822,Train-30822,1606,977.8532714,203689.1148,86.24,1469,Station-300,Station-28
2/14/2021,41728,Train-41728,1266,147.7719916,435892.6982,71.48,1345,Station-342,Station-62
5/1/2023,13719,Train-13719,413,1238.855324,911364.243,95.1,652,Station-135,Station-340
4/13/2021,64386,Train-64386,886,1793.856765,835499.6588,91.35,194,Station-372,Station-236
1/12/2023,49871,Train-49871,1083,1760.240211,324290.101,73.41,1483,Station-92,Station-381
5/20/2023,31517,Train-31517,1133,178.6895822,222626.1873,78.55,52,Station-277,Station-230
10/22/2023,83604,Train-83604,923,1591.243723,713294.7653,95.12,576,Station-139,Station-49
7/13/2023,21257,Train-21257,354,798.731228,281588.3031,71.69,136,Station-242,Station-485
8/10/2021,49670,Train-49670,1600,807.233982,284355.5643,74.73,1496,Station-234,Station-130
6/19/2020,20640,Train-20640,119,334.995994,632088.8016,80.28,367,Station-415,Station-418
8/15/2020,12201,Train-12201,856,952.4845166,371190.8552,90.38,1514,Station-483,Station-419
12/28/2023,83260,Train-83260,732,759.9400061,516422.4826,91.94,532,Station-372,Station-446
11/17/2024,44496,Train-44496,1525,842.2973464,232718.7986,87.01,1231,Station-277,Station-226
7/7/2022,20461,Train-20461,1405,31.92476439,504578.3043,79.09,1558,Station-146,Station-137
5/24/2021,37609,Train-37609,1814,478.7561062,569689.8188,84.37,1799,Station-338,Station-359
6/1/2023,62430,Train-62430,213,1967.323463,589875.5744,70.54,1664,Station-361,Station-423
1/6/2023,19567,Train-19567,1294,1884.59486,511219.4534,74.07,1473,Station-51,Station-263
10/18/2022,39377,Train-39377,328,616.4983372,743986.7298,70.67,1911,Station-381,Station-35
4/14/2021,30188,Train-30188,1307,1094.451042,693762.9951,95.99,932,Station-223,Station-139
11/8/2023,52045,Train-52045,1120,1481.206412,128820.019,85.59,981,Station-297,Station-234
9/6/2023,95418,Train-95418,738,782.5684524,467711.4137,80.46,569,Station-33,Station-273
2/11/2024,30117,Train-30117,882,987.9000131,433493.744,74.87,1318,Station-49,Station-484
2/5/2020,40972,Train-40972,915,134.5440968,699739.8872,95.16,124,Station-160,Station-144
2/10/2021,21108,Train-21108,463,657.9632516,505520.4627,93.59,1624,Station-11,Station-27
3/27/2021,71560,Train-71560,129,239.9300246,582873.8771,76.1,1796,Station-476,Station-174
2/18/2023,63894,Train-63894,1037,910.3641458,516176.6685,73.03,300,Station-176,Station-294
10/21/2021,13042,Train-13042,865,1838.605941,629820.2554,78.29,1497,Station-235,Station-236
12/14/2021,31426,Train-31426,107,1014.843457,893307.2544,94.3,236,Station-245,Station-176
1/29/2022,60191,Train-60191,1370,125.4947815,842523.9985,90.42,1654,Station-168,Station-77
9/20/2023,75563,Train-75563,708,752.9215684,476728.4884,77.07,1250,Station-2,Station-180
6/14/2023,59227,Train-59227,816,1063.064638,503471.4653,77.96,520,Station-348,Station-350
5/28/2023,92214,Train-92214,661,1579.211427,156379.1826,79.54,1798,Station-163,Station-374
11/16/2020,21257,Train-21257,1084,1942.212925,337187.6067,79.72,1601,Station-120,Station-37
8/10/2021,66370,Train-66370,697,596.5889312,402191.8676,73.61,1174,Station-389,Station-368
6/2/2023,10766,Train-10766,623,874.7977182,372315.3734,92.26,1261,Station-148,Station-313
7/1/2021,96555,Train-96555,545,1637.217368,737913.5152,76.38,1203,Station-225,Station-355
7/19/2022,61356,Train-61356,612,594.4583454,854350.7968,89.28,1541,Station-270,Station-87
12/31/2022,27547,Train-27547,1240,1453.193315,687964.2844,98.81,700,Station-325,Station-441
2/14/2022,72527,Train-72527,250,169.0857059,583507.6436,78.06,1339,Station-217,Station-11
8/16/2024,81992,Train-81992,921,513.9011433,904177.7868,94.38,925,Station-273,Station-169
12/21/2023,49367,Train-49367,1586,1462.575107,634047.5785,87.83,1401,Station-281,Station-36
6/24/2021,44619,Train-44619,873,1456.690755,342504.575,98.49,917,Station-43,Station-379
3/13/2024,76664,Train-76664,672,1988.540335,967440.7992,92.69,472,Station-478,Station-54
12/8/2024,28118,Train-28118,1557,64.02575515,419126.9957,74.38,1586,Station-489,Station-131
7/22/2024,87610,Train-87610,874,989.9152469,189039.1114,92.37,589,Station-183,Station-239
6/13/2021,88669,Train-88669,1956,1485.559843,205186.5736,88.88,673,Station-166,Station-398
11/8/2023,70072,Train-70072,1022,1132.906269,732646.9764,74.56,676,Station-72,Station-248
6/21/2021,82502,Train-82502,381,488.8333052,803073.2584,90.57,126,Station-358,Station-390
11/27/2023,89626,Train-89626,402,598.3533473,594139.5764,85.33,1437,Station-402,Station-296
6/29/2020,28515,Train-28515,1847,176.192064,520578.5796,93.42,1148,Station-448,Station-234
11/10/2023,60045,Train-60045,1621,605.3968767,665031.5257,84.04,133,Station-172,Station-383
9/6/2020,62674,Train-62674,271,710.0245349,163104.3326,89.01,301,Station-340,Station-489
2/9/2024,24893,Train-24893,975,1513.739617,892346.3218,80.18,926,Station-400,Station-36
7/30/2022,65381,Train-65381,363,102.5344154,363474.7775,73.07,1804,Station-239,Station-253
6/17/2023,44537,Train-44537,1959,1748.748231,663505.5104,86.44,315,Station-345,Station-375
8/20/2020,58896,Train-58896,1460,968.6694266,712638.9901,98.17,738,Station-425,Station-260
7/28/2022,60755,Train-60755,1728,1607.180826,359003.8418,97.47,884,Station-63,Station-80
5/13/2024,29108,Train-29108,1807,1430.997085,523062.8381,73.75,542,Station-402,Station-12
2/8/2024,40570,Train-40570,600,1362.289645,271404.1713,71.35,1562,Station-430,Station-126
2/16/2021,22528,Train-22528,229,69.49995006,672179.3579,80.9,1174,Station-401,Station-4
10/26/2023,32944,Train-32944,729,617.5961014,976201.5149,94.53,1597,Station-60,Station-157
3/19/2023,22166,Train-22166,922,1381.139073,778681.4504,83.78,971,Station-427,Station-119
9/5/2024,27932,Train-27932,1179,262.4404798,903963.9671,87.52,524,Station-219,Station-450
8/26/2024,63462,Train-63462,1874,1364.076021,520103.1089,99.16,383,Station-209,Station-4
5/15/2023,14224,Train-14224,372,1592.585177,612943.7584,84.98,330,Station-194,Station-350
2/18/2020,23596,Train-23596,1227,266.1296666,932480.1959,81.4,315,Station-203,Station-205
5/26/2024,43432,Train-43432,1274,144.0838856,765381.3235,85.81,684,Station-445,Station-493
10/28/2021,29226,Train-29226,235,1340.070794,645462.7377,76.84,643,Station-245,Station-387
7/31/2020,82649,Train-82649,1388,963.186976,824579.2821,73.94,1914,Station-325,Station-103
3/17/2023,19819,Train-19819,1494,1519.163827,257885.3161,98.62,373,Station-233,Station-10
12/18/2020,43855,Train-43855,653,1352.533312,909547.7853,75.43,1543,Station-115,Station-411
8/4/2023,82318,Train-82318,713,213.6229986,978258.8047,88.45,1973,Station-271,Station-172
1/3/2024,99648,Train-99648,162,1153.237951,886735.1978,74.32,1183,Station-427,Station-290
7/23/2022,61773,Train-61773,1760,1920.489122,340431.5986,81.53,199,Station-132,Station-17
9/21/2021,34830,Train-34830,1065,689.4627094,668213.8349,77.95,1601,Station-230,Station-367
7/16/2024,42172,Train-42172,465,1941.470866,968283.4569,73.96,484,Station-321,Station-201
1/26/2021,37003,Train-37003,1134,601.1247464,667591.8986,96.54,1798,Station-330,Station-66
10/7/2022,72554,Train-72554,1404,626.27975,885113.6621,86.51,572,Station-395,Station-213
6/28/2024,88602,Train-88602,1299,601.3368273,371433.2759,76.4,385,Station-278,Station-352
11/20/2022,73046,Train-73046,1060,624.6023248,581539.2524,80.02,1989,Station-351,Station-355
10/20/2024,27269,Train-27269,1450,250.2849221,416037.0721,70.44,972,Station-112,Station-177
12/1/2023,28087,Train-28087,240,1457.845139,619303.0068,99.82,180,Station-227,Station-201
12/12/2021,48275,Train-48275,1451,270.1611632,741395.9713,95.27,900,Station-349,Station-271
12/19/2024,49761,Train-49761,856,1582.070604,876419.3627,74.54,991,Station-103,Station-269
2/13/2022,91077,Train-91077,1024,1094.519073,89945.989,71.81,1260,Station-63,Station-212
11/14/2024,82715,Train-82715,285,119.031482,783308.7595,81.89,967,Station-312,Station-360
2/18/2020,88117,Train-88117,1590,1195.774117,617551.5029,90.75,1951,Station-403,Station-201
3/31/2024,94778,Train-94778,1387,244.1039844,316138.7989,71.53,1086,Station-477,Station-68
12/29/2021,49464,Train-49464,1543,62.83549542,173214.4499,84.53,235,Station-128,Station-336
3/25/2023,96665,Train-96665,404,673.7535087,826902.2219,84.26,1347,Station-317,Station-98
4/20/2020,17074,Train-17074,1904,1700.825987,665777.156,95.57,715,Station-316,Station-4
2/26/2022,38384,Train-38384,170,1609.35849,638366.2809,80.91,1565,Station-191,Station-222
1/1/2020,72165,Train-72165,707,967.5078175,301380.1311,75.54,1157,Station-112,Station-490
9/27/2024,23054,Train-23054,1498,1361.5564,356950.452,80.7,114,Station-218,Station-353
3/21/2023,39607,Train-39607,1239,361.046248,226099.9447,85.73,1962,Station-3,Station-143
4/8/2020,21577,Train-21577,980,1960.085327,179875.1596,74.36,1298,Station-288,Station-450
12/8/2022,19966,Train-19966,1420,1415.866341,412549.9512,99.14,490,Station-140,Station-350
5/26/2020,65961,Train-65961,1206,226.1557389,357221.5763,96.67,988,Station-160,Station-16
3/1/2021,66390,Train-66390,1344,1587.69282,308823.9311,87.9,82,Station-95,Station-320
11/10/2024,43022,Train-43022,767,818.3379521,917263.6614,99.19,1062,Station-370,Station-337
10/2/2021,25610,Train-25610,200,144.362887,902893.3294,83.3,1846,Station-434,Station-340
8/7/2020,47487,Train-47487,1333,1679.201611,500264.6495,75.74,1502,Station-420,Station-130
6/22/2024,74435,Train-74435,567,1305.025442,393153.8691,79.67,1443,Station-463,Station-170
8/10/2020,39816,Train-39816,1608,244.5362709,866638.0377,98.86,1675,Station-296,Station-72
6/21/2020,38649,Train-38649,1739,98.95249329,413455.1526,99.07,891,Station-158,Station-256
4/22/2023,13917,Train-13917,1322,365.8912709,271424.0687,95.59,627,Station-203,Station-327
1/7/2024,70982,Train-70982,760,1193.57953,387502.4927,77.14,545,Station-354,Station-243
5/8/2020,24954,Train-24954,1355,1758.23771,979235.4506,70.44,279,Station-131,Station-114
5/30/2022,26393,Train-26393,1018,1741.594005,370115.9406,82.63,1363,Station-190,Station-37
8/9/2023,83352,Train-83352,1097,1111.435406,518421.6404,70.58,586,Station-396,Station-245
6/8/2023,21664,Train-21664,1716,594.3134,870484.5539,96.64,1260,Station-424,Station-306
11/25/2020,69622,Train-69622,1129,1131.602327,626753.6958,77.86,1267,Station-374,Station-377
8/27/2021,18750,Train-18750,1044,1946.86044,428776.7767,96.97,1379,Station-132,Station-298
1/5/2023,73792,Train-73792,1568,757.5997151,996103.1557,92.47,724,Station-123,Station-252
5/31/2022,78453,Train-78453,1252,653.5231039,487079.8673,87.25,1276,Station-214,Station-114
